project,version,nme,soft_reuse,vers_soft,type_reuse,ID,ID_nu_1,filter_$
bcoin-org,bcoin-2.1.2,1to2,glob,5.x.x,dependencies,3714,81,0
google,traceur-compiler-0.0.111,traceur,glob,5.x.x,dependencies,3715,81,0
guillaumepotier,Parsley.js-2.9.2,parsleyjs,glob,5.x.x,devDependencies,3716,81,0
jscs-dev,node-jscs-3.0.7, ,glob,5.x.x,dependencies,3717,81,0
meanjs,mean-0.4.2,meanjs,glob,5.x.x,dependencies,3718,81,0
telerik,kendo-ui-core-2021.1.224,kendo-ui-core,glob,5.x.x,dependencies,3719,81,0
nwjs,nw.js-nw-v0.51.2,portfinder@^1.0.13,glob,6.x.x,devDependencies,3720,81,0
syntaxhighlight,syntaxhighlighter-4.0.1,syntaxhighlighter,glob,6.x.x,devDependencies,3721,81,0
videojs,videojs-contrib-hls-5.15.0,videojs-contrib-hls,glob,6.x.x,devDependencies,3722,81,0
angular-fullsta,generator-angular-fullstack-5,generator-angular-full,glob,7.x.x,dependencies,3723,81,0
atom,atom-1.55.0-beta0,atom-release-scripts,glob,7.x.x,dependencies,3724,81,0
babel,babel-7.13.8,@babel/cli,glob,7.x.x,dependencies,3725,81,0
kriasoft,react-starter-kit-0.5.1,true,glob,7.x.x,devDependencies,3726,81,0
Laverna,laverna-0.7.51,laverna,glob,7.x.x,dependencies,3727,81,0
shelljs,shelljs-0.8.4,shelljs,glob,7.x.x,dependencies,3728,81,0
adobe,brackets-release-1.14.2,brackets-open-external,glob,7.x.x,dependencies,3729,81,0
alibaba,rax-1.2.0,TRUE,glob,7.x.x,devDependencies,3730,81,0
angular,material-1.2.2,angular-material-sourc,glob,7.x.x,dependencies,3731,81,0
arkime,arkime-2.7.1,moloch,glob,7.x.x,dependencies,3732,81,0
Automattic,wp-calypso-6.12.0-beta1,wp-calypso,glob,7.x.x,dependencies,3733,81,0
Azure,azure-sdk-for-node-2.2.0-prev,azure,glob,7.x.x,devDependencies,3734,81,0
beautify-web,js-beautify-1.13.6,js-beautify,glob,7.x.x,dependencies,3735,81,0
bkimminich,juice-shop-12.6.1,juice-shop,glob,7.x.x,dependencies,3736,81,0
browserify,browserify-17.0.0,browserify,glob,7.x.x,dependencies,3737,81,0
carbon-design-s,carbon-10.30.0,carbon,glob,7.x.x,devDependencies,3738,81,0
chartjs,Chart.js-3.0.0-beta.12,chart.js,glob,7.x.x,devDependencies,3739,81,0
dcloudio,uni-app-2.0.0-31120210205001,postcss-selector-parse,glob,7.x.x,devDependencies,3740,81,0
ecomfe,echarts-gl-2.0.2,echarts-gl,glob,7.x.x,devDependencies,3741,81,0
ember-cli,ember-cli-3.26.0-beta.0,ember-cli,glob,7.x.x,dependencies,3742,81,0
emberjs,data-3.27.0-alpha.0,@ember-data/private-bu,glob,7.x.x,dependencies,3743,81,0
eslint,eslint-7.21.0,eslint,glob,7.x.x,devDependencies,3744,81,0
facebook,react-17.0.1,true,glob,7.x.x,devDependencies,3745,81,0
FE,vexflow-3.0.9,vexflow,glob,7.x.x,devDependencies,3746,81,0
globalizejs,globalize-1.6.0,globalize,glob,7.x.x,devDependencies,3747,81,0
GoogleChrome,workbox-6.1.1,workbox,glob,7.x.x,devDependencies,3748,81,0
gruntjs,grunt-1.3.0,grunt,glob,7.x.x,dependencies,3749,81,0
h5bp,html5-boilerplate-8.0.0,html5-boilerplate,glob,7.x.x,devDependencies,3750,81,0
HabitRPG,habitica-4.183.0,habitica,glob,7.x.x,dependencies,3751,81,0
handsontable,handsontable-8.3.1,handsontable,glob,7.x.x,devDependencies,3752,81,0
highcharts,highcharts-9.0.1,highcharts,glob,7.x.x,devDependencies,3753,81,0
highlightjs,highlight.js-10.6.0,highlight.js,glob,7.x.x,devDependencies,3754,81,0
jakesgordon,javascript-state-machine-3.1.,javascript-state-machi,glob,7.x.x,devDependencies,3755,81,0
jaredpalmer,razzle-4.0.1-canary.10,true,glob,7.x.x,devDependencies,3756,81,0
jashkenas,underscore-1.12.0,underscore,glob,7.x.x,devDependencies,3757,81,0
josdejong,mathjs-9.2.0,mathjs,glob,7.x.x,devDependencies,3758,81,0
karma-runner,karma-6.1.1,karma,glob,7.x.x,dependencies,3759,81,0
kazupon,vue-i18n-8.24.0,vue-i18n-ssr,glob,7.x.x,devDependencies,3760,81,0
laurent22,joplin-1.7.11,joplin_plugin,glob,7.x.x,devDependencies,3761,81,0
lodash,lodash-4.17.21,lodash,glob,7.x.x,devDependencies,3762,81,0
mapbox,mapbox-gl-js-2.1.1,mapbox-gl,glob,7.x.x,devDependencies,3763,81,0
MithrilJS,mithril.js-2.0.4,mithril,glob,7.x.x,devDependencies,3764,81,0
mochajs,mocha-8.3.0,mocha,glob,7.x.x,dependencies,3765,81,0
NervJS,taro-3.2.0-canary.9,@tarojs/cli,glob,7.x.x,dependencies,3766,81,0
nodejs,node-15.10.0, ,glob,7.x.x,devDependencies,3767,81,0
npm,cli-7.6.2,npm-packlist,glob,7.x.x,dependencies,3768,81,0
OnsenUI,OnsenUI-2.11.2,onsenui,glob,7.x.x,devDependencies,3769,81,0
openlayers,openlayers-6.5.0,ol,glob,7.x.x,devDependencies,3770,81,0
openstreetmap,iD-2.19.6,iD,glob,7.x.x,devDependencies,3771,81,0
plotly,plotly.js-2.0.0-rc.0,plotly.js,glob,7.x.x,devDependencies,3772,81,0
protobufjs,protobuf.js-6.10.2,protobufjs,glob,7.x.x,devDependencies,3773,81,0
quasarframework,quasar-quasar-v2.0.0-beta.9,@quasar/extras,glob,7.x.x,devDependencies,3774,81,0
SAP,openui5-1.87.0,openui5,glob,7.x.x,devDependencies,3775,81,0
strapi,strapi-3.5.1,true,glob,7.x.x,dependencies,3776,81,0
swagger-api,swagger-js-3.13.1,swagger-client,glob,7.x.x,devDependencies,3777,81,0
Tencent,weui.js-1.2.1,weui.js,glob,7.x.x,devDependencies,3778,81,0
transloadit,uppy-uppy-1.26.0,TRUE,glob,7.x.x,devDependencies,3779,81,0
trufflesuite,truffle-5.2.3,@truffle/migrate,glob,7.x.x,dependencies,3780,81,0
TryGhost,Ghost-4.0.0-alpha.3,ghost,glob,7.x.x,dependencies,3781,81,0
twbs,bootstrap-5.0.0-beta2,bootstrap,glob,7.x.x,devDependencies,3782,81,0
ueberdosis,tiptap-tiptap-1.32.1,tiptap-packages,glob,7.x.x,devDependencies,3783,81,0
verekia,js-stack-from-scratch-2.4.5,js-stack-from-scratch,glob,7.x.x,devDependencies,3784,81,0
vpulim,node-soap-0.36.0,soap,glob,7.x.x,devDependencies,3785,81,0
yarnpkg,yarn-1.22.10,TRUE,glob,7.x.x,dependencies,3786,81,0
zloirock,core-js-3.9.1,core-js-compat,glob,7.x.x,devDependencies,3787,81,0
nylas,nylas-mail-2.0.31,nylas-mail-all,glob,7.x.x,devDependencies,3788,81,0
haraka,Haraka-2.8.27,true,grunt,*,devDependencies,3789,551,1
haraka,Haraka-2.8.27,true,grunt,*,devDependencies,3790,551,1
stealjs,steal-2.2.4,rx,grunt,*,dependencies,3791,551,1
haraka,Haraka-2.8.27,true,grunt,*,devDependencies,3792,551,1
grevory,angular-local-storage-0.7.1,angular-local-storage,grunt,*,devDependencies,3793,551,1
stealjs,steal-2.2.4,rx,grunt,*,dependencies,3794,551,1
adobe-webplatfo,Snap.svg-0.5.1,snapad,grunt,*,devDependencies,3795,551,1
stealjs,steal-2.2.4,rx,grunt,*,dependencies,3796,551,1
grevory,angular-local-storage-0.7.1,angular-local-storage,grunt,*,devDependencies,3797,551,1
nodejs,node-15.10.0, ,grunt,*,devDependencies,3798,551,1
jquery-form,form-4.3.0,jquery-form,grunt,*,devDependencies,3799,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,0.x.x,devDependencies,3800,551,1
azat-co,practicalnode-1st-edition,handlebars,grunt,0.x.x,devDependencies,3801,551,1
dcloudio,uni-app-2.0.0-31120210205001,preprocess,grunt,0.x.x,devDependencies,3802,551,1
Dynalon,mdwiki-0.6.3,mdwiki,grunt,0.x.x,devDependencies,3803,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,3804,551,1
evilstreak,markdown-js-0.6.0-beta1,markdown,grunt,0.x.x,devDependencies,3805,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3806,551,1
grevory,angular-local-storage-0.7.1,angular-local-storage,grunt,0.x.x,devDependencies,3807,551,1
jacomyal,sigma.js-1.2.1,sigma,grunt,0.x.x,devDependencies,3808,551,1
jakiestfu,Snap.js-2.0.0-rc1,Snap.js,grunt,0.x.x,devDependencies,3809,551,1
jsbin,jsbin-4.1.8, ,grunt,0.x.x,devDependencies,3810,551,1
kimmobrunfeldt,progressbar.js-1.1.0,progressbar.js,grunt,0.x.x,devDependencies,3811,551,1
knockout,knockout-3.5.1,knockout,grunt,0.x.x,devDependencies,3812,551,1
kriskowal,q-2.0.2,q,grunt,0.x.x,devDependencies,3813,551,1
mar10,fancytree-2.38.0,jquery-ui,grunt,0.x.x,dependencies,3814,551,1
meanjs,mean-0.4.2,meanjs,grunt,0.x.x,dependencies,3815,551,1
mozilla,thimble.mozilla.org-2.0.0,thimble,grunt,0.x.x,dependencies,3816,551,1
MrSwitch,hello.js-1.18.8,knockout,grunt,0.x.x,devDependencies,3817,551,1
muaz-khan,RTCMultiConnection-3.7.0,rtcmulticonnection,grunt,0.x.x,devDependencies,3818,551,1
nylas,nylas-mail-2.0.31,nylas-mail-all,grunt,0.x.x,devDependencies,3819,551,1
serratus,quaggaJS-1.0.0-beta.2,quagga,grunt,0.x.x,devDependencies,3820,551,1
Dynalon,mdwiki-0.6.3,mdwiki,grunt,0.x.x,devDependencies,3821,551,1
pa7,heatmap.js-2.0.5,heatmap.js,grunt,0.x.x,devDependencies,3822,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3823,551,1
Azure,azure-sdk-for-node-2.2.0-prev,azure,grunt,0.x.x,devDependencies,3824,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3825,551,1
hammerjs,hammer.js-2.0.8,hammerjs,grunt,0.x.x,dependencies,3826,551,1
jacomyal,sigma.js-1.2.1,sigma,grunt,0.x.x,devDependencies,3827,551,1
kimmobrunfeldt,progressbar.js-1.1.0,progressbar.js,grunt,0.x.x,devDependencies,3828,551,1
artberri,sidr-2.2.1,sidr,grunt,0.x.x,devDependencies,3829,551,1
yabwe,medium-editor-5.23.3,medium-editor,grunt,0.x.x,devDependencies,3830,551,1
zeroclipboard,zeroclipboard-2.3.0,zeroclipboard,grunt,0.x.x,dependencies,3831,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,0.x.x,devDependencies,3832,551,1
meanjs,mean-0.4.2,meanjs,grunt,0.x.x,devDependencies,3833,551,1
mozilla,thimble.mozilla.org-2.0.0,thimble,grunt,0.x.x,dependencies,3834,551,1
muaz-khan,RecordRTC-5.6.1,recordrtc,grunt,0.x.x,devDependencies,3835,551,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,grunt,0.x.x,devDependencies,3836,551,1
yabwe,medium-editor-5.23.3,medium-editor,grunt,0.x.x,devDependencies,3837,551,1
zeroclipboard,zeroclipboard-2.3.0,zeroclipboard,grunt,0.x.x,dependencies,3838,551,1
artberri,sidr-2.2.1,sidr,grunt,0.x.x,devDependencies,3839,551,1
mar10,fancytree-2.38.0,jquery-ui,grunt,0.x.x,dependencies,3840,551,1
muaz-khan,RTCMultiConnection-3.7.0,rtcmulticonnection,grunt,0.x.x,devDependencies,3841,551,1
yabwe,medium-editor-5.23.3,medium-editor,grunt,0.x.x,devDependencies,3842,551,1
grevory,angular-local-storage-0.7.1,angular-local-storage,grunt,0.x.x,devDependencies,3843,551,1
jquery,jquery-ui-1.12.1,jquery-ui,grunt,0.x.x,dependencies,3844,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,0.x.x,devDependencies,3845,551,1
adobe-webplatfo,Snap.svg-0.5.1,snapsvg,grunt,0.x.x,devDependencies,3846,551,1
azat-co,practicalnode-1st-edition,grunt-example,grunt,0.x.x,devDependencies,3847,551,1
Dynalon,mdwiki-0.6.3,mdwiki,grunt,0.x.x,devDependencies,3848,551,1
evilstreak,markdown-js-0.6.0-beta1,markdown,grunt,0.x.x,devDependencies,3849,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3850,551,1
jakiestfu,Snap.js-2.0.0-rc1,Snap.js,grunt,0.x.x,devDependencies,3851,551,1
kriskowal,q-2.0.2,q,grunt,0.x.x,devDependencies,3852,551,1
markmarkoh,datamaps-0.5.9,datamaps,grunt,0.x.x,devDependencies,3853,551,1
nodejs,node-15.10.0, ,grunt,0.x.x,devDependencies,3854,551,1
pa7,heatmap.js-2.0.5,heatmap.js,grunt,0.x.x,devDependencies,3855,551,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,grunt,0.x.x,devDependencies,3856,551,1
tapmodo,Jcrop-2.0.4,Jcrop,grunt,0.x.x,devDependencies,3857,551,1
Dynalon,mdwiki-0.6.3,mdwiki,grunt,0.x.x,devDependencies,3858,551,1
pa7,heatmap.js-2.0.5,heatmap.js,grunt,0.x.x,devDependencies,3859,551,1
browserstate,history.js-1.8.0,qunitjs,grunt,0.x.x,devDependencies,3860,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,0.x.x,devDependencies,3861,551,1
adobe-webplatfo,Snap.svg-0.5.1,snapsvg,grunt,0.x.x,devDependencies,3862,551,1
azat-co,practicalnode-1st-edition,grunt-example,grunt,0.x.x,devDependencies,3863,551,1
darsain,sly-1.6.1,sly,grunt,0.x.x,devDependencies,3864,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,3865,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3866,551,1
jakiestfu,Snap.js-2.0.0-rc1,Snap.js,grunt,0.x.x,devDependencies,3867,551,1
jsbin,jsbin-4.1.8,sass.js,grunt,0.x.x,devDependencies,3868,551,1
localForage,localForage-1.9.0,localforage,grunt,0.x.x,devDependencies,3869,551,1
swagger-api,swagger-node-0.7.5,swagger-app,grunt,0.x.x,dependencies,3870,551,1
tapmodo,Jcrop-2.0.4,Jcrop,grunt,0.x.x,devDependencies,3871,551,1
vitmalina,w2ui-1.4.3,w2ui,grunt,0.x.x,devDependencies,3872,551,1
pa7,heatmap.js-2.0.5,heatmap.js,grunt,0.x.x,devDependencies,3873,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,3874,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,0.x.x,devDependencies,3875,551,1
adobe-webplatfo,Snap.svg-0.5.1,snapsvg,grunt,0.x.x,devDependencies,3876,551,1
aemkei,jsfuck-0.3.0,jsfuck,grunt,0.x.x,devDependencies,3877,551,1
artberri,sidr-2.2.1,sidr,grunt,0.x.x,devDependencies,3878,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3879,551,1
azat-co,practicalnode-1st-edition,grunt-example,grunt,0.x.x,devDependencies,3880,551,1
Azure,azure-sdk-for-node-2.2.0-prev,azure,grunt,0.x.x,devDependencies,3881,551,1
ccxt,ccxt-1.42.45, ,grunt,0.x.x,devDependencies,3882,551,1
CreateJS,TweenJS-1.0.2,TweenJS-UnitTests,grunt,0.x.x,devDependencies,3883,551,1
darsain,sly-1.6.1,sly,grunt,0.x.x,devDependencies,3884,551,1
dcloudio,uni-app-2.0.0-31120210205001,preprocess,grunt,0.x.x,devDependencies,3885,551,1
Dynalon,mdwiki-0.6.3,mdwiki,grunt,0.x.x,devDependencies,3886,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,3887,551,1
evilstreak,markdown-js-0.6.0-beta1,markdown,grunt,0.x.x,devDependencies,3888,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3889,551,1
grevory,angular-local-storage-0.7.1,angular-local-storage,grunt,0.x.x,devDependencies,3890,551,1
hammerjs,hammer.js-2.0.8,hammerjs,grunt,0.x.x,dependencies,3891,551,1
jacomyal,sigma.js-1.2.1,sigma,grunt,0.x.x,devDependencies,3892,551,1
jakiestfu,Snap.js-2.0.0-rc1,Snap.js,grunt,0.x.x,devDependencies,3893,551,1
jsbin,jsbin-4.1.8,sass.js,grunt,0.x.x,devDependencies,3894,551,1
kimmobrunfeldt,progressbar.js-1.1.0,progressbar.js,grunt,0.x.x,devDependencies,3895,551,1
knockout,knockout-3.5.1,knockout,grunt,0.x.x,devDependencies,3896,551,1
kriskowal,q-2.0.2,q,grunt,0.x.x,devDependencies,3897,551,1
localForage,localForage-1.9.0,localforage,grunt,0.x.x,devDependencies,3898,551,1
mar10,fancytree-2.38.0,jquery-ui,grunt,0.x.x,dependencies,3899,551,1
markmarkoh,datamaps-0.5.9,datamaps,grunt,0.x.x,devDependencies,3900,551,1
meanjs,mean-0.4.2,meanjs,grunt,0.x.x,dependencies,3901,551,1
mozilla,thimble.mozilla.org-2.0.0,thimble,grunt,0.x.x,dependencies,3902,551,1
MrSwitch,hello.js-1.18.8,knockout,grunt,0.x.x,devDependencies,3903,551,1
muaz-khan,RTCMultiConnection-3.7.0,rtcmulticonnection,grunt,0.x.x,devDependencies,3904,551,1
nodejs,node-15.10.0, ,grunt,0.x.x,devDependencies,3905,551,1
nwjs,nw.js-nw-v0.51.2,he@^1.1.1,grunt,0.x.x,devDependencies,3906,551,1
nylas,nylas-mail-2.0.31,nylas-mail-all,grunt,0.x.x,devDependencies,3907,551,1
pa7,heatmap.js-2.0.5,heatmap.js,grunt,0.x.x,devDependencies,3908,551,1
reactide,reactide-3.0-beta, ,grunt,0.x.x,devDependencies,3909,551,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,grunt,0.x.x,devDependencies,3910,551,1
serratus,quaggaJS-1.0.0-beta.2,quagga,grunt,0.x.x,devDependencies,3911,551,1
stealjs,steal-2.2.4,steal,grunt,0.x.x,devDependencies,3912,551,1
Stuk,jszip-3.5.0,jszip,grunt,0.x.x,devDependencies,3913,551,1
swagger-api,swagger-node-0.7.5,swagger-app,grunt,0.x.x,dependencies,3914,551,1
tapmodo,Jcrop-2.0.4,Jcrop,grunt,0.x.x,devDependencies,3915,551,1
vitmalina,w2ui-1.4.3,w2ui,grunt,0.x.x,devDependencies,3916,551,1
yabwe,medium-editor-5.23.3,medium-editor,grunt,0.x.x,devDependencies,3917,551,1
zeroclipboard,zeroclipboard-2.3.0,zeroclipboard,grunt,0.x.x,dependencies,3918,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,0.x.x,devDependencies,3919,551,1
CreateJS,TweenJS-1.0.2,TweenJS,grunt,0.x.x,devDependencies,3920,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3921,551,1
hammerjs,hammer.js-2.0.8,hammerjs,grunt,0.x.x,dependencies,3922,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,0.x.x,devDependencies,3923,551,1
azat-co,practicalnode-1st-edition,handlebars,grunt,0.x.x,devDependencies,3924,551,1
Dynalon,mdwiki-0.6.3,mdwiki,grunt,0.x.x,devDependencies,3925,551,1
jakiestfu,Snap.js-2.0.0-rc1,Snap.js,grunt,0.x.x,devDependencies,3926,551,1
markmarkoh,datamaps-0.5.9,datamaps,grunt,0.x.x,devDependencies,3927,551,1
nodejs,node-15.10.0, ,grunt,0.x.x,devDependencies,3928,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3929,551,1
localForage,localForage-1.9.0,localforage,grunt,0.x.x,devDependencies,3930,551,1
swagger-api,swagger-node-0.7.5,swagger-app,grunt,0.x.x,dependencies,3931,551,1
vitmalina,w2ui-1.4.3,w2ui,grunt,0.x.x,devDependencies,3932,551,1
markmarkoh,datamaps-0.5.9,datamaps,grunt,0.x.x,devDependencies,3933,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3934,551,1
azat-co,practicalnode-1st-edition,grunt-contrib-coffee,grunt,0.x.x,devDependencies,3935,551,1
darsain,sly-1.6.1,sly,grunt,0.x.x,devDependencies,3936,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,3937,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3938,551,1
jsbin,jsbin-4.1.8,sass.js,grunt,0.x.x,devDependencies,3939,551,1
kriskowal,q-2.0.2,q,grunt,0.x.x,devDependencies,3940,551,1
markmarkoh,datamaps-0.5.9,datamaps,grunt,0.x.x,devDependencies,3941,551,1
swagger-api,swagger-node-0.7.5,swagger-app,grunt,0.x.x,dependencies,3942,551,1
vitmalina,w2ui-1.4.3,w2ui,grunt,0.x.x,devDependencies,3943,551,1
CreateJS,TweenJS-1.0.2,TweenJS,grunt,0.x.x,devDependencies,3944,551,1
jacomyal,sigma.js-1.2.1,sigma,grunt,0.x.x,devDependencies,3945,551,1
jquery,jquery-ui-1.12.1,jquery-ui,grunt,0.x.x,dependencies,3946,551,1
mar10,fancytree-2.38.0,jquery-ui,grunt,0.x.x,dependencies,3947,551,1
muaz-khan,RTCMultiConnection-3.7.0,rtcmulticonnection,grunt,0.x.x,devDependencies,3948,551,1
yabwe,medium-editor-5.23.3,medium-editor,grunt,0.x.x,devDependencies,3949,551,1
zeroclipboard,zeroclipboard-2.3.0,zeroclipboard,grunt,0.x.x,dependencies,3950,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3951,551,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,grunt,0.x.x,devDependencies,3952,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3953,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,3954,551,1
swagger-api,swagger-node-0.7.5,swagger-app,grunt,0.x.x,dependencies,3955,551,1
hammerjs,hammer.js-2.0.8,hammerjs,grunt,0.x.x,dependencies,3956,551,1
jacomyal,sigma.js-1.2.1,sigma,grunt,0.x.x,devDependencies,3957,551,1
jacomyal,sigma.js-1.2.1,sigma,grunt,0.x.x,devDependencies,3958,551,1
aemkei,jsfuck-0.3.0,jsfuck,grunt,0.x.x,devDependencies,3959,551,1
azat-co,practicalnode-1st-edition,grunt,grunt,0.x.x,devDependencies,3960,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,3961,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3962,551,1
jakiestfu,Snap.js-2.0.0-rc1,Snap.js,grunt,0.x.x,devDependencies,3963,551,1
localForage,localForage-1.9.0,localforage,grunt,0.x.x,devDependencies,3964,551,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,grunt,0.x.x,devDependencies,3965,551,1
swagger-api,swagger-node-0.7.5,swagger-app,grunt,0.x.x,dependencies,3966,551,1
tapmodo,Jcrop-2.0.4,Jcrop,grunt,0.x.x,devDependencies,3967,551,1
vitmalina,w2ui-1.4.3,w2ui,grunt,0.x.x,devDependencies,3968,551,1
muaz-khan,RTCMultiConnection-3.7.0,rtcmulticonnection,grunt,0.x.x,devDependencies,3969,551,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,grunt,0.x.x,devDependencies,3970,551,1
zeroclipboard,zeroclipboard-2.3.0,zeroclipboard,grunt,0.x.x,dependencies,3971,551,1
aemkei,jsfuck-0.3.0,jsfuck,grunt,0.x.x,devDependencies,3972,551,1
azat-co,practicalnode-1st-edition,grunt,grunt,0.x.x,devDependencies,3973,551,1
Dynalon,mdwiki-0.6.3,mdwiki,grunt,0.x.x,devDependencies,3974,551,1
evilstreak,markdown-js-0.6.0-beta1,markdown,grunt,0.x.x,devDependencies,3975,551,1
fabien-d,alertify.js-0.5.0rc1,alertify,grunt,0.x.x,devDependencies,3976,551,1
CreateJS,TweenJS-1.0.2,TweenJS,grunt,0.x.x,devDependencies,3977,551,1
darsain,sly-1.6.1,sly,grunt,0.x.x,devDependencies,3978,551,1
kimmobrunfeldt,progressbar.js-1.1.0,progressbar.js,grunt,0.x.x,devDependencies,3979,551,1
artberri,sidr-2.2.1,sidr,grunt,0.x.x,devDependencies,3980,551,1
asapach,peerflix-server-0.5.1,peerflix-server,grunt,0.x.x,devDependencies,3981,551,1
CreateJS,EaselJS-1.0.2,EaselJS,grunt,0.x.x,devDependencies,3982,551,1
dcloudio,uni-app-2.0.0-31120210205001,preprocess,grunt,0.x.x,devDependencies,3983,551,1
hammerjs,hammer.js-2.0.8,hammerjs,grunt,0.x.x,dependencies,3984,551,1
meanjs,mean-0.4.2,meanjs,grunt,0.x.x,devDependencies,3985,551,1
mozilla,thimble.mozilla.org-2.0.0,thimble,grunt,0.x.x,dependencies,3986,551,1
MrSwitch,hello.js-1.18.8,hellojs,grunt,0.x.x,devDependencies,3987,551,1
yabwe,medium-editor-5.23.3,medium-editor,grunt,0.x.x,devDependencies,3988,551,1
zeroclipboard,zeroclipboard-2.3.0,zeroclipboard,grunt,0.x.x,dependencies,3989,551,1
artberri,sidr-2.2.1,sidr,grunt,0.x.x,devDependencies,3990,551,1
hammerjs,hammer.js-2.0.8,hammerjs,grunt,0.x.x,dependencies,3991,551,1
CreateJS,TweenJS-1.0.2,TweenJS,grunt,0.x.x,devDependencies,3992,551,1
darsain,sly-1.6.1,sly,grunt,0.x.x,devDependencies,3993,551,1
hammerjs,hammer.js-2.0.8,hammerjs,grunt,0.x.x,dependencies,3994,551,1
CreateJS,EaselJS-1.0.2,EaselJS,grunt,0.x.x,devDependencies,3995,551,1
globalizejs,globalize-1.6.0,globalize,grunt,0.x.x,dependencies,3996,551,1
localForage,localForage-1.9.0,localforage,grunt,0.x.x,devDependencies,3997,551,1
artberri,sidr-2.2.1,sidr,grunt,0.x.x,devDependencies,3998,551,1
dcloudio,uni-app-2.0.0-31120210205001,preprocess,grunt,0.x.x,devDependencies,3999,551,1
meanjs,mean-0.4.2,meanjs,grunt,0.x.x,devDependencies,4000,551,1
muaz-khan,RTCMultiConnection-3.7.0,rtcmulticonnection,grunt,0.x.x,devDependencies,4001,551,1
ericdrowell,KineticJS-5.1.0,KineticJS,grunt,0.x.x,devDependencies,4002,551,1
jakiestfu,Snap.js-2.0.0-rc1,Snap.js,grunt,0.x.x,devDependencies,4003,551,1
jsbin,jsbin-4.1.8,sass.js,grunt,0.x.x,devDependencies,4004,551,1
mycolorway,simditor-2.3.28,simditor,grunt,0.x.x,devDependencies,4005,551,1
meanjs,mean-0.4.2,meanjs,grunt,0.x.x,devDependencies,4006,551,1
mozilla,thimble.mozilla.org-2.0.0,thimble,grunt,0.x.x,dependencies,4007,551,1
zeroclipboard,zeroclipboard-2.3.0,zeroclipboard,grunt,0.x.x,dependencies,4008,551,1
mycolorway,simditor-2.3.28,simditor,grunt,0.x.x,devDependencies,4009,551,1
mycolorway,simditor-2.3.28,simditor,grunt,0.x.x,devDependencies,4010,551,1
mycolorway,simditor-2.3.28,simditor,grunt,0.x.x,devDependencies,4011,551,1
mycolorway,simditor-2.3.28,simditor,grunt,0.x.x,devDependencies,4012,551,1
angular-fullsta,generator-angular-fullstack-5,generator-angular-full,grunt,1.x.x,devDependencies,4013,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,1.x.x,devDependencies,4014,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,1.x.x,devDependencies,4015,551,1
Automattic,wp-calypso-6.12.0-beta1,wp-e2e-tests,grunt,1.x.x,dependencies,4016,551,1
